 0.0000000000000000e+00  3.9195547115238376e+07  1.1758664134571513e+06
 5.2427525980449821e-02  1.5201217538553476e+07  4.5603652615660429e+05
 6.1221820661041398e-02  5.1171487777353143e+06  1.5351446333205941e+05
 7.0016115341632990e-02  1.4014633752976037e+06  4.2043901258928112e+04
 7.8810410022224567e-02  1.5357427375232598e+06  4.6072282125697791e+04
 8.7604704702816144e-02  6.4603195688290184e+05  1.9380958706487054e+04
 9.6398999383407735e-02  4.0667743125551118e+05  1.2200322937665334e+04
 1.0519329406399931e-01  1.5648619990307250e+05  4.6945859970921747e+03
 1.1398758874459089e-01  1.7461343288675614e+05  5.2384029866026840e+03
 1.2278188342518248e-01  1.8518906484680422e+05  5.5556719454041267e+03
 1.3157617810577407e-01  1.6388898409139609e+05  4.9166695227418822e+03
 1.4037047278636564e-01  6.0811262862818090e+04  1.8243378858845426e+03
 1.4916476746695723e-01  4.9444179282163910e+04  1.4833253784649173e+03
 1.5795906214754882e-01  5.8602866657508450e+04  1.7580859997252535e+03
 1.6675335682814038e-01  3.0030899312177097e+05  9.0092697936531295e+03
 1.7554765150873197e-01  1.0725695559270405e+05  3.2177086677811212e+03
 1.8434194618932356e-01  8.0365885097608727e+04  2.4109765529282618e+03
 1.9313624086991515e-01  2.2213163905471534e+04  6.6639491716414602e+02
 2.0193053555050672e-01  3.5884463642843664e+04  1.0765339092853098e+03
 2.1072483023109831e-01  3.3486907168155194e+04  1.0046072150446557e+03
 2.1951912491168990e-01  1.7853526500835618e+04  5.3560579502506857e+02
 2.2831341959228146e-01  2.1537093447305197e+04  6.4611280341915585e+02
 2.3710771427287305e-01  4.0456241997400793e+04  1.2136872599220237e+03
 2.4590200895346465e-01  3.3687323475892408e+04  1.0106197042767722e+03
 2.5469630363405621e-01  3.3189496379015145e+04  9.9568489137045435e+02
 2.6349059831464777e-01  1.8309716197929265e+04  5.4929148593787795e+02
 2.7228489299523939e-01  1.8540402208524887e+04  5.5621206625574655e+02
 2.8107918767583095e-01  1.0022079091726273e+04  3.0066237275178815e+02
 2.8987348235642252e-01  1.0327390331828547e+04  3.0982170995485637e+02
 2.9866777703701414e-01  9.4701484726167710e+03  2.8410445417850309e+02
 3.0746207171760570e-01  3.3633889932579812e+04  1.0090166979773943e+03
 3.1625636639819732e-01  3.7792960187636978e+04  1.1337888056291092e+03
 3.2505066107878888e-01  1.1314977838810753e+04  3.3944933516432258e+02
 3.3384495575938045e-01  1.0350162223215704e+04  3.1050486669647114e+02
 3.4263925043997207e-01  8.5420254154432278e+03  2.5626076246329683e+02
 3.5143354512056363e-01  6.5816962326751318e+03  1.9745088698025396e+02
 3.6022783980115519e-01  6.3686008947436649e+03  1.9105802684230994e+02
 3.6902213448174681e-01  8.3046907900406204e+03  2.4914072370121860e+02
 3.7781642916233837e-01  7.0528419904056145e+03  2.1158525971216844e+02
 3.8661072384292994e-01  2.7348755601847965e+03  8.2046266805543894e+01
 3.9540501852352156e-01  1.3937585743669724e+04  4.1812757231009169e+02
 4.0419931320411312e-01  1.3754805294598853e+04  4.1264415883796556e+02
 4.1299360788470468e-01  4.0545199184938606e+03  1.2163559755481582e+02
 4.2178790256529630e-01  6.6343272337840035e+03  1.9902981701352010e+02
 4.3058219724588787e-01  3.9751837086474497e+03  1.1925551125942349e+02
 4.3937649192647943e-01  4.8523903728971927e+03  1.4557171118691576e+02
 4.4817078660707105e-01  4.6998342831197042e+03  1.4099502849359112e+02
 4.5696508128766261e-01  2.8708846226308128e+03  8.6126538678924376e+01
 4.6575937596825417e-01  3.0399777985105115e+03  9.1199333955315339e+01
 4.7455367064884579e-01  7.0884862865086528e+04  2.1265458859525957e+03
 4.8334796532943736e-01  5.3424443166950923e+03  1.6027332950085275e+02
 4.9214226001002898e-01  2.9252559697123856e+03  8.7757679091371571e+01
 5.0093655469062048e-01  3.1187755293071614e+03  9.3563265879214839e+01
 5.0973084937121205e-01  1.6928105519878688e+03  5.0784316559636061e+01
 5.1852514405180372e-01  3.4194218910486989e+03  1.0258265673146096e+02
 5.2731943873239528e-01  2.0055846108787766e+03  6.0167538326363299e+01
 5.3611373341298685e-01  9.8128859824315168e+02  2.9438657947294548e+01
 5.4490802809357841e-01  1.4401847173088863e+03  4.3205541519266589e+01
 5.5370232277416997e-01  3.8774301526348804e+03  1.1632290457904641e+02
 5.6249661745476154e-01  1.3942979600623801e+03  4.1828938801871402e+01
 5.7129091213535310e-01  1.1918887588276950e+03  3.5756662764830850e+01
 5.8008520681594467e-01  1.2971168651296355e+03  3.8913505953889064e+01
 5.8887950149653634e-01  9.8202887293085098e+02  2.9460866187925529e+01
 5.9767379617712790e-01  8.0773911037344601e+02  2.4232173311203379e+01
 6.0646809085771947e-01  7.5439242346022866e+02  2.2631772703806860e+01
