 0.0000000000000000e+00  3.9206201711371578e+07  1.1761860513411474e+06
 5.2427525980449821e-02  1.5203999226751531e+07  4.5611997680254589e+05
 6.1221820661041398e-02  5.1170992010875028e+06  1.5351297603262507e+05
 7.0016115341632990e-02  1.4012457151523223e+06  4.2037371454569671e+04
 7.8810410022224567e-02  1.5355691025145573e+06  4.6067073075436718e+04
 8.7604704702816144e-02  6.4596417451818637e+05  1.9378925235545590e+04
 9.6398999383407735e-02  4.0675634607503802e+05  1.2202690382251139e+04
 1.0519329406399931e-01  1.5673510492164234e+05  4.7020531476492697e+03
 1.1398758874459089e-01  1.7472276475006284e+05  5.2416829425018850e+03
 1.2278188342518248e-01  1.8519622485655380e+05  5.5558867456966136e+03
 1.3157617810577407e-01  1.6382719608124209e+05  4.9148158824372622e+03
 1.4037047278636564e-01  6.0693611518030128e+04  1.8208083455409037e+03
 1.4916476746695723e-01  4.9514892785183358e+04  1.4854467835555006e+03
 1.5795906214754882e-01  5.8685531551207678e+04  1.7605659465362303e+03
 1.6675335682814038e-01  3.0045090747988696e+05  9.0135272243966083e+03
 1.7554765150873197e-01  1.0730932443654283e+05  3.2192797330962844e+03
 1.8434194618932356e-01  8.0399663110913592e+04  2.4119898933274076e+03
 1.9313624086991515e-01  2.2122029106563521e+04  6.6366087319690564e+02
 2.0193053555050672e-01  3.5856347333217927e+04  1.0756904199965377e+03
 2.1072483023109831e-01  3.3460911175056186e+04  1.0038273352516856e+03
 2.1951912491168990e-01  1.7872346416509736e+04  5.3617039249529205e+02
 2.2831341959228146e-01  2.1552659676391042e+04  6.4657979029173123e+02
 2.3710771427287305e-01  4.0526430682906204e+04  1.2157929204871862e+03
 2.4590200895346465e-01  3.3684113582486032e+04  1.0105234074745809e+03
 2.5469630363405621e-01  3.3122819959302295e+04  9.9368459877906878e+02
 2.6349059831464777e-01  1.8311506103473333e+04  5.4934518310420003e+02
 2.7228489299523939e-01  1.8524322743376018e+04  5.5572968230128049e+02
 2.8107918767583095e-01  9.9628152921617602e+03  2.9888445876485281e+02
 2.8987348235642252e-01  1.0339415075076748e+04  3.1018245225230243e+02
 2.9866777703701414e-01  9.4595935378469749e+03  2.8378780613540926e+02
 3.0746207171760570e-01  3.3712090557241216e+04  1.0113627167172365e+03
 3.1625636639819732e-01  3.7869939168025223e+04  1.1360981750407566e+03
 3.2505066107878888e-01  1.1309168674002394e+04  3.3927506022007179e+02
 3.3384495575938045e-01  1.0344250277704024e+04  3.1032750833112073e+02
 3.4263925043997207e-01  8.5244162062048654e+03  2.5573248618614596e+02
 3.5143354512056363e-01  6.5818339817078740e+03  1.9745501945123621e+02
 3.6022783980115519e-01  6.3494977587747489e+03  1.9048493276324245e+02
 3.6902213448174681e-01  8.3194798439824226e+03  2.4958439531947266e+02
 3.7781642916233837e-01  7.0302763460376482e+03  2.1090829038112943e+02
 3.8661072384292994e-01  2.7475064605508483e+03  8.2425193816525450e+01
 3.9540501852352156e-01  1.3966703857929635e+04  4.1900111573788905e+02
 4.0419931320411312e-01  1.3762691684293408e+04  4.1288075052880220e+02
 4.1299360788470468e-01  4.0651862494305988e+03  1.2195558748291796e+02
 4.2178790256529630e-01  6.6210759894903140e+03  1.9863227968470940e+02
 4.3058219724588787e-01  3.9658099629740718e+03  1.1897429888922215e+02
 4.3937649192647943e-01  4.8541236280543681e+03  1.4562370884163104e+02
 4.4817078660707105e-01  4.6838097128207992e+03  1.4051429138462396e+02
 4.5696508128766261e-01  2.8640944661516792e+03  8.5922833984550365e+01
 4.6575937596825417e-01  3.0339434585436188e+03  9.1018303756308555e+01
 4.7455367064884579e-01  7.1079186707802510e+04  2.1323756012340750e+03
 4.8334796532943736e-01  5.3383775931469445e+03  1.6015132779440833e+02
 4.9214226001002898e-01  2.9169548888577474e+03  8.7508646665732414e+01
 5.0093655469062048e-01  3.1047043716421786e+03  9.3141131149265348e+01
 5.0973084937121205e-01  1.6987821314134910e+03  5.0963463942404729e+01
 5.1852514405180372e-01  3.4092934183793568e+03  1.0227880255138071e+02
 5.2731943873239528e-01  1.9964590429189527e+03  5.9893771287568576e+01
 5.3611373341298685e-01  9.7953404322657389e+02  2.9386021296797214e+01
 5.4490802809357841e-01  1.4415225701929123e+03  4.3245677105787365e+01
 5.5370232277416997e-01  3.8713712561555676e+03  1.1614113768466703e+02
 5.6249661745476154e-01  1.3947361673910709e+03  4.1842085021732125e+01
 5.7129091213535310e-01  1.1959229133763606e+03  3.5877687401290814e+01
 5.8008520681594467e-01  1.2982581476144196e+03  3.8947744428432586e+01
 5.8887950149653634e-01  9.8053090036627816e+02  2.9415927010988344e+01
 5.9767379617712790e-01  8.0548149112447038e+02  2.4164444733734111e+01
 6.0646809085771947e-01  7.5673170349017755e+02  2.2701951104705326e+01
